961,1979-1980
721208,1987-????
721210,1993-1996
721261,1989-????
721273,1992-????
721283,1979-????
721307,1989-1990
721418,1997-????
721887,1979-1981
721994,1986-????
722006,1999-1999
722038,1990-1994
722126,1997-????
723936,1993-1994
723951,1982-????
724246,1989-????
724258,1996-????
724300,1997-????
724615,1998-????
724616,1995-1996
724644,1997-????
724658,1984-1986
724690,1998-????
724704,1996-????
724720,1992-1993
724721,1995-????
725022,1999-????
725023,1989-????
725255,1976-????
725283,1984-????
725311,1996-????
725336,1988-????
725389,1989-1990
725438,1996-2001
726169,1990-????
726210,1992-????
726222,1999-????
726229,1987-????
726364,1996-????
726391,1993-1994
726419,1982-1984
726744,1990-1993
726889,1988-????
726893,1995-????
727095,1993-????
727127,1996-????
727611,1991-????
727801,1998-1999
727802,1990-1997
728693,1997-????
728694,1976-????
728758,1990-????
728824,1978-1979
728830,1998-????
728845,1994-????
729088,1976-1977
729179,1997-????
729600,1994-????
730167,1983-1989
730258,1990-????
730304,1994-????
730364,1984-????
730373,1990-????
730449,1995-????
730500,1999-????
730702,1979-????
730781,1997-????
730798,1989-1992
730939,1992-1993
731096,1995-????
731113,1988-????
731292,1997-????
731447,1986-1988
731488,1999-????
731506,1981-????
731535,1981-1984
731718,1998-2000
731946,1991-????
733937,1987-????
734067,1987-????
734291,1986-????
736246,1992-1994
736251,1986-????
736261,1976-????
736268,1978-????
736317,1991-1992
736373,1999-????
736381,1989-????
736398,1983-1985
736431,1989-????
736475,1995-????
736617,1999-????
736660,1993-1994
736675,1991-????
736689,1991-????
736706,1983-????
736714,1977-1978
736721,1998-1999
737019,1977-????
747350,1998-1999
751431,1989-????
753615,1983-????
754986,1977-1978
755099,1987-1989
755186,1983-1984
755645,1997-2000
756604,1980-????
756758,1986-????
757957,1981-????
758524,1980-????
758534,1991-????
759433,1995-2003
761028,1984-1986
762381,1993-????
762726,1994-????
769091,1993-1996
776544,1991-????
776580,1993-1994
776601,1975-????
776659,1978-????
776722,1993-????
776725,1995-????
776963,1995-????
776984,1995-2005
777985,1995-????
778074,1995-????
778091,1997-1998
778146,1993-1999
778345,1994-????
778356,1998-2000
779069,1998-????
779075,1990-1991
779139,1997-????
779567,1997-????
785308,1987-1988
785612,1990-2005
785790,1986-????
785801,1992-????
785911,1993-????
785914,1999-????
785957,1983-????
785964,1994-????
788431,1992-1993
788450,1986-1988
788473,1979-????
788475,1978-1979
788504,1990-????
788527,1990-????
788534,1981-1982
788572,1991-????
788756,1990-1990
788763,1993-????
788914,1998-2002
789396,1982-1991
789444,1979-????
789459,1988-1990
789466,1990-????
789556,1997-????
789564,1976-????
789626,1985-????
789682,1994-????
789979,1983-1985
789997,1990-1991
790358,1991-????
790360,1989-????
790363,1994-1995
795183,1992-????
795433,1989-????
797102,1992-1994
797103,1990-????
798580,1995-????
798783,1981-1982
799008,1991-????
799212,1993-????
799539,1986-????
805520,1993-????
806291,1988-????
806425,1996-????
806766,1988-????
806767,1994-????
809290,1998-????
810963,1995-????
811687,1997-2000
813296,1999-2004
813389,1997-????
814843,1989-????
815719,1981-????
815759,1997-????
816506,1991-????
816519,1995-????
817127,1996-????
817573,1980-????
817586,1998-????
818239,1997-????
818380,1992-????
818384,1994-????
819970,1998-????
819971,1999-????
820578,1984-1985
826712,1989-????
829181,1990-????
829182,1997-????
829340,1993-????
829341,1996-????
830180,1992-????
830416,1999-????
830828,1985-1986
831105,1986-????
831842,1999-2000
833661,1997-????
836045,1978-????
838422,1992-1993
839146,1995-????
839229,1996-1998
839294,1995-????
840083,1993-1994
840165,1988-????
841074,1985-????
842392,1977-????
842561,1994-????
845157,1988-????
846436,1989-????
846608,1991-????
846734,1997-????
847012,1996-????
847580,1999-2001
848468,1986-????
848934,1991-????
848942,1990-????
848943,1997-????
849530,1980-????
849768,1999-????
849833,1977-1981
850204,1981-1992
851271,1994-????
852068,1983-????
852083,1993-1994
853341,1995-2001
854681,1997-????
854765,1992-????
855768,1986-????
856121,1992-????
856130,1999-????
856137,1993-????
856381,1986-????
863447,1997-????
863572,1994-????
869382,1996-1999
869648,1990-????
870841,1995-2009
870848,1977-????
871876,1978-1980
874191,1980-1983
874219,1980-????
874714,1977-1978
874719,1987-1988
875226,1987-1988
882479,1986-????
882480,1990-????
882692,1976-1981
882698,1988-1989
882727,1998-????
882759,1997-1999
882794,1995-????
882989,1979-1987
883280,1995-1999
883794,1999-2001
883942,1995-????
883959,1994-????
884046,1997-????
884424,1976-????
884433,1981-????
884697,1993-????
884698,1992-????
886294,1999-2000
886787,1995-????
889203,1991-????
893243,1990-????
895689,1997-2004
903851,1999-2004
912619,1989-????
912756,1998-????
912760,1983-1984
916511,1984-????
917466,1996-1998
917480,1999-????
917626,1998-2001
917685,1999-????
918826,1993-????
918941,1994-????
919001,1987-????
919195,1992-????
919206,1994-????
919286,1990-????
919288,1995-????
919296,1990-1995
919656,1997-1998
920172,1998-????
920202,1999-2004
920441,1998-2005
920559,1991-1992
920657,1994-????
920991,1993-????
921014,1993-1994
921412,1989-????
921414,1993-????
923068,1999-????
923389,1982-1984
923400,1997-????
924681,1996-1997
926089,1979-????
927105,1989-1990
927108,1986-????
927579,1984-????
927584,1995-1997
927621,1986-????
929565,1996-????
929820,1987-1988
929821,1995-????
929826,1999-2001
930150,1987-????
930555,1986-????
930599,1989-1991
930600,1995-????
931079,1992-????
931124,1995-1996
931247,1987-????
932006,1992-????
932010,1975-????
932012,1981-1982
932900,1989-????
933034,1984-1985
934831,1994-????
934908,1987-????
934911,1996-1997
936813,1985-1987
937079,1991-1993
949614,1978-1981
950319,1992-????
951394,1989-????
951614,1997-????
951651,1988-1990
952519,1981-1982
952635,1983-????
958583,1976-1977
959193,1976-????
960762,1998-????
962909,1989-1990
962910,1993-????
962915,1997-????
962931,1999-????
962945,1992-????
963937,1997-????
964796,1997-????
966113,1998-????
966537,1994-????
967813,1980-2011
968080,1985-????
968267,1997-????
968927,1991-1996
969304,1989-1994
971977,1995-????
971979,1997-????
972122,1993-????
975351,1981-????
975352,1998-????
977930,1997-????
978950,1995-????
978992,1989-????
979451,1992-????
979545,1996-????
980128,1991-????
980172,1989-1990
980537,1995-????
980572,1999-????
980873,1998-2000
981038,1983-????
981183,1998-????
981185,1994-????
981711,1989-????
981712,1979-????
981815,1998-2002
982000,1989-1991
982919,1991-1993
982979,1977-1978
983065,1993-1996
984264,1999-????
987682,1975-????
987943,1998-????
988648,1992-1994
990147,1982-1985
991633,1994-????
991679,1983-1986
991801,1986-????
992019,1985-1986
992033,1999-2002
992167,1986-????
993534,1998-????
994685,1984-1987
994728,1993-????
994916,1986-1987
996642,1989-1991
996724,1994-????
1000549,1999-????
1002638,1990-1991
1002664,1992-1993
1003456,1991-????
1003775,1984-????
1004164,1989-????
1004419,1977-1981
1005135,1981-1982
1005316,1995-????
1005331,1989-????
1005334,1995-????
1005345,1999-????
1005352,1987-1989
1006356,1976-????
1006372,1981-1982
1006396,1999-????
1007175,1989-????
1007327,1987-????
1010342,1995-????
1010820,1990-????
1010840,1995-????
1011544,1996-????
1013388,1996-????
1013389,1990-1996
1013715,1989-????
1013758,1991-1992
1014831,1990-????
1016778,1993-????
1016822,1984-????
1017146,1986-????
1017860,1996-1999
1020399,1993-????
1020462,1982-1983
1021737,1996-1997
1021738,1999-????
1021751,1983-1985
1022615,1985-1987
1022636,1985-1991
1024435,1985-1986
1024447,1975-1976
1024652,1999-????
1024663,1989-1990
1025330,1999-????
1026515,1991-????
1027160,1995-????
1027172,1990-1991
1027177,1979-????
1028138,1992-1993
1028167,1997-????
1028168,1992-1993
1028206,1995-????
1028481,1990-1991
1028495,1997-1998
1028537,1988-????
1028613,1992-1993
1028638,1992-????
1030000,1996-1997
1030093,1990-????
1030296,1992-1995
1030936,1979-????
1031241,1999-????
1031265,1995-????
1031279,1992-1998
1031392,1992-????
1031403,1985-????
1031554,1999-????
1031556,1991-????
1031557,1996-????
1031569,1996-????
1031576,1995-1996
1031744,1998-????
1038417,1982-????
1039420,1982-????
1044518,1986-????
1044836,1987-????
1046253,1976-1979
1046254,1990-2002
1046723,1996-????
1047393,1982-????
1047494,1995-????
1047500,1981-????
1050834,1996-????
1052662,1990-????
1052673,1982-????
1052688,1979-1982
1053426,1975-1976
1055733,1990-1991
1056883,1997-1999
1059039,1986-????
1061244,1989-????
1061553,1988-1992
1064375,1996-1997
1066168,1995-1996
1066187,1996-????
1066196,1996-????
1069118,1985-????
1072642,1993-????
1072944,1980-????
1073270,1992-1993
1075720,1986-????
1075733,1991-????
1076162,1988-????
1076958,1981-1984
1077311,1985-1986
1077426,1997-????
1078978,1997-????
1081135,1992-1993
1081149,1991-????
1081152,1998-2004
1082284,1999-2002
1083188,1999-????
1086660,1996-????
1089379,1992-????
1091637,1989-1990
1091685,1990-????
1101510,1992-????
1101514,1992-1993
1101515,1995-1996
1104303,1980-????
1104534,1994-????
1104535,1999-2000
1104702,1995-????
1105982,1986-????
1106016,1986-????
1109035,1995-2005
1109058,1999-2003
1109618,1996-1997
1109631,1995-????
1109647,1998-????
1110798,1994-????
1111679,1996-????
1113613,1994-????
1113617,1998-????
1123962,1995-????
1123975,1985-1988
1124065,1983-1985
1125175,1991-????
1125576,1984-????
1126795,1990-????
1127134,1995-????
1127137,1995-????
1127153,1998-????
1127450,1992-1993
1127644,1997-????
1127670,1994-????
1129835,1996-1997
1129852,1990-1991
1129904,1997-1998
1131658,1999-????
1140180,1998-????
1142517,1997-????
1142528,1997-1999
1143310,1996-????
1143315,1988-????
1143389,1983-????
1145329,1983-????
1146806,1996-????
1146864,1996-????
1148257,1989-1991
1148661,1996-1999
1149381,1999-????
1159912,1997-????
1160786,1989-????
1171218,1992-????
1177598,1990-1996
1178163,1981-1983
1178429,1993-????
1178821,1996-????
1179461,1978-1979
1184828,1997-????
1184959,1991-1993
1185218,1992-????
1185219,1992-2005
1185906,1984-????
1186785,1997-????
1199019,1977-????
1199092,1987-1989
1199172,1989-1990
1200056,1994-????
1200922,1990-????
1200937,1994-1997
1201005,1997-????
1201275,1992-1993
1202346,1994-1995
1202587,1984-1986
1204902,1990-????
1204903,1995-????
1204904,1996-????
1204912,1998-????
1204992,1988-1989
1204999,1992-1996
1207296,1975-????
1207316,1991-1992
1207905,1991-1992
1208089,1992-????
1208098,1997-????
1208748,1986-????
1208793,1990-????
1208794,1998-2001
1208795,1994-????
1208812,1998-????
1208991,1988-1989
1212765,1994-????
1213796,1983-????
1213910,1976-1978
1214290,1977-1981
1215986,1990-1992
1215992,1997-????
1216026,1994-????
1216121,1990-????
1222542,1984-????
1222982,1988-????
1223114,1990-2003
1223347,1990-????
1223989,1985-????
1224638,1986-????
1225642,1986-????
1227229,1991-????
1227233,1981-????
1227366,1984-????
1227533,1992-????
1227648,1976-????
1228560,1981-????
1229018,1994-1999
1229042,1987-????
1231006,1993-????
1262706,1994-????
1270397,1992-????
1325392,1997-1998
1390035,1999-????
1402080,1996-1997
1431530,1976-????
1431605,1978-1979
1431749,1994-????
1432202,1999-2000
1434985,1998-1999
1440211,1997-1998
1440225,1983-1987
1443415,1988-????
1443419,1999-????
1443461,1989-????
1443462,1999-????
1443609,1993-????
1443632,1986-1987
1443637,1993-1994
1443677,1998-2000
1443803,1996-1998
1443874,1996-????
1445671,1998-????
1445718,1999-????
1445905,1999-????
1446148,1999-????
1452838,1976-1979
1453196,1982-????
1453239,1994-????
1453255,1986-????
1453257,1989-????
1456007,1999-2003
1459103,1994-????
1459459,1999-2000
1460232,1977-????
1461101,1995-????
1461159,1990-????
1461178,1987-1989
1461182,1995-????
1461189,1984-????
1461200,1989-????
1461204,1988-1991
1461207,1987-????
1461208,1993-????
1461583,1979-1980
1461586,1989-1991
1462363,1999-????
1462488,1984-1986
1462680,1986-1986
1465253,1993-????
1465730,1988-????
1467885,1986-1987
1467903,1996-????
1468124,1990-1992
1474450,1997-1998
1474470,1997-2004
1479800,1989-????
1479924,1990-1993
1480002,1993-????
1480010,1983-????
1480810,1992-????
1481311,1998-????
1481403,1998-1999
1481411,1995-????
1481423,1994-????
1481458,1979-1983
1481559,1995-????
1481708,1990-????
1481709,1985-1987
1481717,1995-????
1481759,1999-????
1482086,1999-????
1482174,1993-1994
1482844,1998-1999
1482886,1994-????
1483197,1993-????
1483215,1991-????
1483253,1986-????
1483469,1995-1996
1483505,1994-1995
1483506,1985-????
1485526,1991-????
1485936,1994-1994
1486731,1995-????
1486741,1995-1996
1492295,1982-1984
1495403,1993-1995
1495619,1981-1982
1496765,1992-1993
1496771,1997-????
1496804,1995-????
1496820,1994-????
1496968,1994-????
1497398,1989-????
1497753,1992-????
1497805,1995-????
1498036,1987-????
1498459,1999-2000
1498584,1993-????
1498590,1984-????
1498604,1986-????
1498605,1990-????
1498615,1981-1982
1498786,1999-????
1501606,1982-1983
1501639,1995-????
1501693,1994-1995
1502695,1991-1992
1502756,1998-????
1503683,1992-????
1504615,1999-????
1504717,1996-????
1504720,1988-????
1505516,1987-????
1505526,1998-????
1507165,1996-????
1507301,1984-????
1508129,1994-????
1508229,1994-????
1508387,1990-????
1508846,1990-1992
1508910,1990-1992
1509786,1987-????
1509796,1987-????
1509819,1982-????
1510238,1990-1991
1510349,1996-????
1510351,1990-????
1510360,1991-1993
1510399,1987-????
1510615,1992-????
1510616,1991-1993
1510642,1999-????
1511377,1995-????
1511389,1988-????
1511398,1978-1988
1511417,1977-1978
1511420,1992-1993
1511795,1992-1993
1511974,1975-1976
1511984,1981-1982
1514312,1993-????
1514313,1985-1987
1514381,1993-????
1514389,1977-1984
1514452,1994-????
1515777,1996-1997
1516132,1999-2000
1516175,1990-1998
1516214,1982-????
1517803,1989-2000
1545522,1993-1994
1562196,1994-????
1562224,1999-????
1562510,1987-????
1562691,1998-2000
1562692,1982-????
1562823,1992-????
1562835,1994-????
1563408,1992-????
1563535,1990-1991
1563617,1983-1985
1563679,1997-1998
1563686,1989-????
1563694,1985-1986
1565604,1977-1978
1565808,1984-????
1566429,1996-????
1566747,1999-????
1577721,1995-????
1578741,1997-????
1578750,1989-1990
1580116,1998-????
1580248,1993-????
1580255,1993-????
1580258,1995-1996
1583381,1994-????
1583416,1994-????
1583638,1992-1994
1583686,1998-????
1583899,1995-2005
1584273,1999-2000
1584326,1995-1998
1584765,1987-????
1584788,1999-????
1584953,1995-1996
1584954,1995-????
1585026,1994-????
1585027,1994-1995
1585028,1993-1994
1585035,1994-1995
1585275,1995-????
1585344,1997-????
1585365,1999-????
1586092,1999-????
1586093,1976-1977
1586173,1993-2000
1586406,1985-1986
1586419,1993-1994
1586444,1981-1987
1586466,1994-????
1586479,1998-????
1586488,1993-1994
1586549,1999-????
1586694,1984-1988
1586874,1996-????
1587179,1994-????
1587188,1994-????
1588100,1996-????
1588166,1996-1997
1588253,1994-????
1589166,1983-1984
1589167,1977-????
1589168,1989-????
